grid,grouping,state,uni_name,year,Women Above Senior Lecturer,Women Senior lecturer (Level C),Women Lecturer (Level B),Women Below lecturer (Level A),Total women academic,Women non-academic,Total women staff,% Women above senior lecturer,% Women Senior lecturer (Level C),% Women Lecturer (Level B),% Women below lecturer (Level A),% women academics,% women non-academic,Total % women staff,All staff above Senior Lecturer,All staff Senior lecturer (Level C),All staff Lecturer (Level B),All staff Below lecturer (Level A),Total All staff academic,All staff Non-academic,Total staff,Women % all Above Senior Lecturer,Women % all Senior lecturer (Level C),Women % all Lecturer (Level B),Women % all Below lecturer (Level A),Women % all staff tacademic,Women % all Non academic,% Men,
grid.1024.7,ATN,QLD,Queensland University of Technology,2014,269,250,288,92,899,"1,645","2,544",31.72,47.26,54.03,47.18,42.71,65.69,55.2,848,529,533,195,2105,"2,504","4,609",5.84,5.42,6.25,2,19.51,35.69,44.8,
grid.1024.7,ATN,QLD,Queensland University of Technology,2015,300,267,277,116,960,"1,728","2,688",33.52,46.84,54,52.02,43.62,65.5,55.55,895,570,513,223,2201,"2,638","4,839",6.2,5.52,5.72,2.4,19.84,35.71,44.45,
grid.1024.7,ATN,QLD,Queensland University of Technology,2016,317,278,275,138,1008,"1,704","2,712",33.3,44.69,55.67,53.91,43.37,65.97,55.27,952,622,494,256,2324,"2,583","4,907",6.46,5.67,5.6,2.81,20.54,34.73,44.73,
grid.1024.7,ATN,QLD,Queensland University of Technology,2017,327,266,242,126,961,"1,673","2,634",35.01,49.35,54.63,47.73,44.08,65.94,55.84,934,539,443,264,2180,"2,537","4,717",6.93,5.64,5.13,2.67,20.37,35.47,44.16,
grid.1024.7,ATN,QLD,Queensland University of Technology,2018,322,242,249,135,948,"1,638","2,586",35.7,50.84,54.73,50.19,45.1,65.42,56.14,902,476,455,269,2102,"2,504","4,606",6.99,5.25,5.41,2.93,20.58,35.56,43.86,
grid.1017.7,ATN,VIC,RMIT University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1017.7,ATN,VIC,RMIT University,2001,45,93,161,69,368,891,"1,259",23.44,30.49,39.75,50.36,35.42,58.08,48.93,192,305,405,137,1039,"1,534","2,573",1.75,3.61,6.26,2.68,14.3,34.63,51.07,
grid.1017.7,ATN,VIC,RMIT University,2002,56,96,170,77,399,965,"1,364",24.45,32.43,39.44,51.33,36.08,57.99,49.24,229,296,431,150,1106,"1,664","2,770",2.02,3.47,6.14,2.78,14.41,34.84,50.76,
grid.1017.7,ATN,VIC,RMIT University,2003,54,104,156,80,394,999,"1,393",23.89,35.14,38.71,49.69,36.28,58.15,49.68,226,296,403,161,1086,"1,718","2,804",1.93,3.71,5.56,2.85,14.05,35.63,50.32,
grid.1017.7,ATN,VIC,RMIT University,2004,58,109,176,78,421,987,"1,408",23.58,36.09,42.21,48.15,37.36,57.28,49.4,246,302,417,162,1127,"1,723","2,850",2.04,3.82,6.18,2.74,14.78,34.63,50.6,
grid.1017.7,ATN,VIC,RMIT University,2005,57,101,192,92,442,981,"1,423",23.75,33.22,42.2,53.49,37.75,58.29,49.86,240,304,455,172,1171,"1,683","2,854",2,3.54,6.73,3.22,15.49,34.37,50.14,
grid.1017.7,ATN,VIC,RMIT University,2006,63,106,189,78,436,890,"1,326",24.32,33.97,45.22,54.55,38.52,58.86,50.15,259,312,418,143,1132,"1,512","2,644",2.38,4.01,7.15,2.95,16.49,33.66,49.85,
grid.1017.7,ATN,VIC,RMIT University,2007,70,108,189,59,426,983,"1,409",25.18,35.06,46.1,49.17,38.17,59,50.65,278,308,410,120,1116,"1,666","2,782",2.52,3.88,6.79,2.12,15.31,35.33,49.35,
grid.1017.7,ATN,VIC,RMIT University,2008,71,109,204,81,465,"1,067","1,532",25.91,35.28,47.78,55.48,40.22,60.56,52.5,274,309,427,146,1156,"1,762","2,918",2.43,3.74,6.99,2.78,15.94,36.57,47.5,
grid.1017.7,ATN,VIC,RMIT University,2009,68,120,233,70,491,"1,147","1,638",23.78,36.7,50.76,56.91,41.09,61.04,53.29,286,327,459,123,1195,"1,879","3,074",2.21,3.9,7.58,2.28,15.97,37.31,46.71,
grid.1017.7,ATN,VIC,RMIT University,2010,77,116,246,65,504,"1,182","1,686",25.75,35.15,49.9,59.09,40.91,61.5,53.46,299,330,493,110,1232,"1,922","3,154",2.44,3.68,7.8,2.06,15.98,37.48,46.54,
grid.1017.7,ATN,VIC,RMIT University,2011,76,122,226,43,467,"1,218","1,685",27.84,35.36,50,51.81,40.5,61.76,53.92,273,345,452,83,1153,"1,972","3,125",2.43,3.9,7.23,1.38,14.94,38.98,46.08,
grid.1017.7,ATN,VIC,RMIT University,2012,84,126,242,63,515,"1,281","1,796",27.81,33.96,49.69,57.8,40.58,63.04,54.41,302,371,487,109,1269,"2,032","3,301",2.54,3.82,7.33,1.91,15.6,38.81,45.59,
grid.1017.7,ATN,VIC,RMIT University,2013,89,131,222,51,493,"1,318","1,811",27.81,35.22,47.54,57.95,39.53,62.79,54.12,320,372,467,88,1247,"2,099","3,346",2.66,3.92,6.63,1.52,14.73,39.39,45.88,
grid.1017.7,ATN,VIC,RMIT University,2014,94,121,230,36,481,"1,390","1,871",27.57,33.89,48.52,48.65,38.6,63.1,54.25,341,357,474,74,1246,"2,203","3,449",2.73,3.51,6.67,1.04,13.95,40.3,45.75,
grid.1017.7,ATN,VIC,RMIT University,2015,109,134,228,44,515,"1,449","1,964",29.95,36.61,46.44,44.44,39.02,62.62,54.05,364,366,491,99,1320,"2,314","3,634",3,3.69,6.27,1.21,14.17,39.87,45.95,
grid.1017.7,ATN,VIC,RMIT University,2016,112,142,236,50,540,"1,448","1,988",28.57,38.69,44.78,41.67,38.41,62.47,53.38,392,367,527,120,1406,"2,318","3,724",3.01,3.81,6.34,1.34,14.5,38.88,46.62,
grid.1017.7,ATN,VIC,RMIT University,2017,117,158,241,76,592,"1,516","2,108",28.54,40.83,45.3,46.91,39.7,63.38,54.29,410,387,532,162,1491,"2,392","3,883",3.01,4.07,6.21,1.96,15.25,39.04,45.71,
grid.1017.7,ATN,VIC,RMIT University,2018,130,157,288,84,659,"1,521","2,180",31.55,40.15,48.9,50.3,42.27,61.96,54.31,412,391,589,167,1559,"2,455","4,014",3.24,3.91,7.17,2.09,16.41,37.89,45.69,
grid.1031.3,RUN,NSW,Southern Cross University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1031.3,RUN,NSW,Southern Cross University,2001,9,20,49,33,111,232,343,19.15,30.77,45.79,60,40.51,60.89,52.37,47,65,107,55,274,381,655,1.37,3.05,7.48,5.04,16.94,35.42,47.63,
grid.1031.3,RUN,NSW,Southern Cross University,2002,9,16,48,41,114,224,338,18.37,26.23,48.98,65.08,42.07,62.05,53.48,49,61,98,63,271,361,632,1.42,2.53,7.59,6.49,18.03,35.44,46.52,
grid.1031.3,RUN,NSW,Southern Cross University,2003,11,19,51,36,117,244,361,21.57,32.76,49.04,65.45,43.66,63.05,55.11,51,58,104,55,268,387,655,1.68,2.9,7.79,5.5,17.87,37.25,44.89,
grid.1031.3,RUN,NSW,Southern Cross University,2004,11,18,55,36,120,281,401,22.92,29.51,51.89,56.25,43.01,64.16,55.93,48,61,106,64,279,438,717,1.53,2.51,7.67,5.02,16.73,39.19,44.07,
grid.1031.3,RUN,NSW,Southern Cross University,2005,16,11,59,43,129,296,425,26.67,18.64,56.73,68.25,45.1,64.63,57.12,60,59,104,63,286,458,744,2.15,1.48,7.93,5.78,17.34,39.78,42.88,
grid.1031.3,RUN,NSW,Southern Cross University,2006,12,15,57,45,129,312,441,21.43,25.42,54.29,62.5,44.18,63.54,56.32,56,59,105,72,292,491,783,1.53,1.92,7.28,5.75,16.48,39.85,43.68,
grid.1031.3,RUN,NSW,Southern Cross University,2007,21,22,55,43,141,325,466,30.88,31.43,58.51,61.43,46.69,65,58.1,68,70,94,70,302,500,802,2.62,2.74,6.86,5.36,17.58,40.52,41.9,
grid.1031.3,RUN,NSW,Southern Cross University,2008,17,29,70,36,152,354,506,28.33,40.85,64.81,67.92,52.05,65.31,60.67,60,71,108,53,292,542,834,2.04,3.48,8.39,4.32,18.23,42.45,39.33,
grid.1031.3,RUN,NSW,Southern Cross University,2009,23,35,80,40,178,380,558,30.26,46.67,61.07,61.54,51.3,67.14,61.12,76,75,131,65,347,566,913,2.52,3.83,8.76,4.38,19.49,41.62,38.88,
grid.1031.3,RUN,NSW,Southern Cross University,2010,22,45,80,53,200,394,594,29.33,50,59.7,64.63,52.49,67.7,61.68,75,90,134,82,381,582,963,2.28,4.67,8.31,5.5,20.76,40.91,38.32,
grid.1031.3,RUN,NSW,Southern Cross University,2011,23,41,69,43,176,390,566,29.87,45.56,56.56,65.15,49.58,67.94,60.93,77,90,122,66,355,574,929,2.48,4.41,7.43,4.63,18.95,41.98,39.07,
grid.1031.3,RUN,NSW,Southern Cross University,2012,20,42,91,27,180,392,572,26.67,46.15,55.49,58.7,47.87,67.94,60.02,75,91,164,46,376,577,953,2.1,4.41,9.55,2.83,18.89,41.13,39.98,
grid.1031.3,RUN,NSW,Southern Cross University,2013,26,44,90,33,193,409,602,32.1,47.83,53.89,66,49.49,67.83,60.62,81,92,167,50,390,603,993,2.62,4.43,9.06,3.32,19.43,41.19,39.38,
grid.1031.3,RUN,NSW,Southern Cross University,2014,29,42,76,28,175,387,562,38.67,51.22,50.33,63.64,49.72,66.96,60.43,75,82,151,44,352,578,930,3.12,4.52,8.17,3.01,18.82,41.61,39.57,
grid.1031.3,RUN,NSW,Southern Cross University,2015,36,41,69,28,174,366,540,42.86,50.62,52.27,58.33,50.43,67.9,61.09,84,81,132,48,345,539,884,4.07,4.64,7.81,3.17,19.69,41.4,38.91,
grid.1031.3,RUN,NSW,Southern Cross University,2016,32,39,74,18,163,365,528,41.03,44.83,56.49,46.15,48.66,67.59,60.34,78,87,131,39,335,540,875,3.66,4.46,8.46,2.06,18.64,41.71,39.66,
grid.1031.3,RUN,NSW,Southern Cross University,2017,27,42,74,16,159,368,527,34.62,48.84,55.64,48.48,48.18,66.67,59.75,78,86,133,33,330,552,882,3.06,4.76,8.39,1.81,18.02,41.72,40.25,
grid.1031.3,RUN,NSW,Southern Cross University,2018,35,38,69,18,160,377,537,41.18,43.18,55.65,62.07,49.08,67.68,60.82,85,88,124,29,326,557,883,3.96,4.3,7.81,2.04,18.11,42.7,39.18,
grid.1027.4,,VIC,Swinburne University of Technology,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1027.4,,VIC,Swinburne University of Technology,2001,14,20,54,40,128,390,518,15.22,18.18,36.49,40,28.44,59.63,46.92,92,110,148,100,450,654,"1,104",1.27,1.81,4.89,3.62,11.59,35.33,53.08,
grid.1027.4,,VIC,Swinburne University of Technology,2002,12,27,61,49,149,399,548,13.48,23.08,39.35,48.04,32.18,59.64,48.41,89,117,155,102,463,669,"1,132",1.06,2.39,5.39,4.33,13.17,35.25,51.59,
grid.1027.4,,VIC,Swinburne University of Technology,2003,26,32,62,63,183,427,610,22.81,25.81,39.74,42.57,33.76,59.22,48.3,114,124,156,148,542,721,"1,263",2.06,2.53,4.91,4.99,14.49,33.81,51.7,
grid.1027.4,,VIC,Swinburne University of Technology,2004,22,32,71,61,186,438,624,19.3,25.6,40.57,43.57,33.57,59.35,48.3,114,125,175,140,554,738,"1,292",1.7,2.48,5.5,4.72,14.4,33.9,51.7,
grid.1027.4,,VIC,Swinburne University of Technology,2005,29,32,80,48,189,457,646,23.97,26.02,42.78,44.44,35.06,59.66,49.5,121,123,187,108,539,766,"1,305",2.22,2.45,6.13,3.68,14.48,35.02,50.5,
grid.1027.4,,VIC,Swinburne University of Technology,2006,34,30,77,64,205,480,685,25.56,29.13,42.31,52.46,37.96,63.07,52.65,133,103,182,122,540,761,"1,301",2.61,2.31,5.92,4.92,15.76,36.89,47.35,
grid.1027.4,,VIC,Swinburne University of Technology,2007,30,40,88,47,205,503,708,22.06,31.01,45.36,48.45,36.87,66.53,53.96,136,129,194,97,556,756,"1,312",2.29,3.05,6.71,3.58,15.63,38.34,46.04,
grid.1027.4,,VIC,Swinburne University of Technology,2008,33,31,85,43,192,541,733,23.57,23.31,42.71,43.43,33.63,67.12,53.23,140,133,199,99,571,806,"1,377",2.4,2.25,6.17,3.12,13.94,39.29,46.77,
grid.1027.4,,VIC,Swinburne University of Technology,2009,35,41,94,48,218,564,782,23.65,28.47,44.55,36.92,34.44,66.51,52.8,148,144,211,130,633,848,"1,481",2.36,2.77,6.35,3.24,14.72,38.08,47.2,
grid.1027.4,,VIC,Swinburne University of Technology,2010,38,41,93,55,227,570,797,25.85,27.33,44.5,38.46,34.98,66.05,52.71,147,150,209,143,649,863,"1,512",2.51,2.71,6.15,3.64,15.01,37.7,47.29,
grid.1027.4,,VIC,Swinburne University of Technology,2011,41,42,94,57,234,590,824,25.63,27.81,42.34,42.22,35.03,65.41,52.48,160,151,222,135,668,902,"1,570",2.61,2.68,5.99,3.63,14.91,37.58,47.52,
grid.1027.4,,VIC,Swinburne University of Technology,2012,41,42,94,68,245,675,920,26.11,28.19,41.23,45.03,35.77,68.11,54.89,157,149,228,151,685,991,"1,676",2.45,2.51,5.61,4.06,14.63,40.27,45.11,
grid.1027.4,,VIC,Swinburne University of Technology,2013,50,46,72,53,221,501,722,27.47,31.08,38.1,39.55,33.84,64.9,50.67,182,148,189,134,653,772,"1,425",3.51,3.23,5.05,3.72,15.51,35.16,49.33,
grid.1027.4,,VIC,Swinburne University of Technology,2014,56,53,96,58,263,694,957,28.28,31.18,38.71,37.42,34.11,67.05,52.99,198,170,248,155,771,"1,035","1,806",3.1,2.93,5.32,3.21,14.56,38.43,47.01,
grid.1027.4,,VIC,Swinburne University of Technology,2015,55,54,97,88,294,664,958,26.57,32.93,37.89,48.35,36.34,66.14,52.84,207,164,256,182,809,"1,004","1,813",3.03,2.98,5.35,4.85,16.21,36.62,47.16,
grid.1027.4,,VIC,Swinburne University of Technology,2016,61,65,97,80,303,693,996,28.5,38.92,40.93,48.48,38.7,67.41,55,214,167,237,165,783,"1,028","1,811",3.37,3.59,5.36,4.42,16.74,38.27,45,
grid.1027.4,,VIC,Swinburne University of Technology,2017,70,53,104,73,300,739,"1,039",29.79,32.92,42.28,47.1,37.64,66.1,54.26,235,161,246,155,797,"1,118","1,915",3.66,2.77,5.43,3.81,15.67,38.59,45.74,
grid.1027.4,,VIC,Swinburne University of Technology,2018,85,64,127,100,376,798,"1,174",32.08,32.16,42.91,50.25,39.21,66.39,54.33,265,199,296,199,959,"1,202","2,161",3.93,2.96,5.88,4.63,17.4,36.93,45.67,
grid.1001.0,Go8,ACT,The Australian National University,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1001.0,Go8,ACT,The Australian National University,2001,50,54,120,87,311,"1,060","1,371",13.44,21.51,40.13,46.28,28.02,57.24,46.29,372,251,299,188,1110,"1,852","2,962",1.69,1.82,4.05,2.94,10.5,35.79,53.71,
grid.1001.0,Go8,ACT,The Australian National University,2002,55,60,129,95,339,"1,116","1,455",13.92,21.98,41.75,44.39,28.46,56.28,45.84,395,273,309,214,1191,"1,983","3,174",1.73,1.89,4.06,2.99,10.67,35.16,54.16,
grid.1001.0,Go8,ACT,The Australian National University,2003,61,79,134,103,377,"1,187","1,564",13.99,25.9,43.37,41.87,29.09,56.58,46.08,436,305,309,246,1296,"2,098","3,394",1.8,2.33,3.95,3.03,11.11,34.97,53.92,
grid.1001.0,Go8,ACT,The Australian National University,2004,70,82,149,135,436,"1,252","1,688",15.49,25.08,43.95,45,30.75,56.73,46.57,452,327,339,300,1418,"2,207","3,625",1.93,2.26,4.11,3.72,12.02,34.54,53.43,
grid.1001.0,Go8,ACT,The Australian National University,2005,78,81,148,141,448,"1,303","1,751",16.32,25.63,40.88,40.87,29.85,55.92,45.71,478,316,362,345,1501,"2,330","3,831",2.04,2.11,3.86,3.68,11.69,34.01,54.29,
grid.1001.0,Go8,ACT,The Australian National University,2006,85,87,137,142,451,"1,285","1,736",17.17,27.1,40.9,39.12,29.79,56.48,45.82,495,321,335,363,1514,"2,275","3,789",2.24,2.3,3.62,3.75,11.91,33.91,54.18,
grid.1001.0,Go8,ACT,The Australian National University,2007,93,102,142,140,477,"1,259","1,736",18.42,30.54,41.4,39.33,31.01,55.51,45.61,505,334,343,356,1538,"2,268","3,806",2.44,2.68,3.73,3.68,12.53,33.08,54.39,
grid.1001.0,Go8,ACT,The Australian National University,2008,100,109,145,156,510,"1,299","1,809",19.57,33.75,39.19,42.86,32.53,56.43,46.74,511,323,370,364,1568,"2,302","3,870",2.58,2.82,3.75,4.03,13.18,33.57,53.26,
grid.1001.0,Go8,ACT,The Australian National University,2009,107,105,156,147,515,"1,352","1,867",20.11,32.21,41.16,43.24,32.66,57.19,47.37,532,326,379,340,1577,"2,364","3,941",2.72,2.66,3.96,3.73,13.07,34.31,52.63,
grid.1001.0,Go8,ACT,The Australian National University,2010,113,114,166,138,531,"1,350","1,881",20.73,33.53,40.79,42.86,32.9,56.94,47.2,545,340,407,322,1614,"2,371","3,985",2.84,2.86,4.17,3.46,13.33,33.88,52.8,
grid.1001.0,G08,ACT,The Australian National University,2011,125,127,208,129,589,"1,397","1,986",21.55,36.71,44.35,44.03,34.89,56.7,47.83,580,346,469,293,1688,"2,464","4,152",3.01,3.06,5.01,3.11,14.19,33.65,52.17,
grid.1001.0,G08,ACT,The Australian National University,2012,132,128,219,149,628,"1,419","2,047",22.8,35.65,45.06,45.02,35.78,56.76,48.11,579,359,486,331,1755,"2,500","4,255",3.1,3.01,5.15,3.5,14.76,33.35,51.89,
grid.1001.0,G08,ACT,The Australian National University,2013,131,131,233,143,638,"1,411","2,049",22.09,36.59,46.32,44,35.86,56.67,48,593,358,503,325,1779,"2,490","4,269",3.07,3.07,5.46,3.35,14.95,33.05,52,
grid.1001.0,G08,ACT,The Australian National University,2014,130,123,255,142,650,"1,321","1,971",23.59,36.18,48.66,45.95,37.7,57.21,48.87,551,340,524,309,1724,"2,309","4,033",3.22,3.05,6.32,3.52,16.11,32.75,51.13,
grid.1001.0,G08,ACT,The Australian National University,2015,137,130,252,120,639,"1,413","2,052",24.38,37.14,49.41,41.96,37.41,58.61,49.82,562,350,510,286,1708,"2,411","4,119",3.33,3.16,6.12,2.91,15.52,34.3,50.18,
grid.1001.0,G08,ACT,The Australian National University,2016,153,122,232,111,618,"1,427","2,045",25.5,37.2,44.27,45.87,36.48,59.11,49.78,600,328,524,242,1694,"2,414","4,108",3.72,2.97,5.65,2.7,15.04,34.74,50.22,
grid.1001.0,G08,ACT,The Australian National University,2017,178,135,238,109,660,"1,440","2,100",28.3,40.18,48.08,43.78,38.62,60.15,51.18,629,336,495,249,1709,"2,394","4,103",4.34,3.29,5.8,2.66,16.09,35.1,48.82,
grid.1001.0,G08,ACT,The Australian National University,2018,189,124,237,116,666,"1,420","2,086",29.03,37.58,49.38,44.79,38.72,60.04,51.06,651,330,480,259,1720,"2,365","4,085",4.63,3.04,5.8,2.84,16.31,34.76,48.94,
grid.1010.0,G08,SA,The University of Adelaide,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1010.0,G08,SA,The University of Adelaide,2001,31,66,94,96,287,784,"1,071",13.48,21.71,38.52,42.86,28.64,61.11,46.87,230,304,244,224,1002,"1,283","2,285",1.36,2.89,4.11,4.2,12.56,34.31,53.13,
grid.1010.0,G08,SA,The University of Adelaide,2002,31,73,101,105,310,777,"1,087",13.48,24.58,40.08,46.67,30.88,62.97,48.57,230,297,252,225,1004,"1,234","2,238",1.39,3.26,4.51,4.69,13.85,34.72,51.43,
grid.1010.0,G08,SA,The University of Adelaide,2003,34,67,118,100,319,817,"1,136",14.41,25.77,39.33,42.37,30.91,64.23,49.31,236,260,300,236,1032,"1,272","2,304",1.48,2.91,5.12,4.34,13.85,35.46,50.69,
grid.1010.0,G08,SA,The University of Adelaide,2004,32,73,131,106,342,860,"1,202",13.01,26.16,43.38,44.17,32.05,64.37,50.02,246,279,302,240,1067,"1,336","2,403",1.33,3.04,5.45,4.41,14.23,35.79,49.98,
grid.1010.0,G08,SA,The University of Adelaide,2005,34,86,138,133,391,888,"1,279",13.03,30.39,41.69,49.81,34.24,64.12,50.61,261,283,331,267,1142,"1,385","2,527",1.35,3.4,5.46,5.26,15.47,35.14,49.39,
grid.1010.0,G08,SA,The University of Adelaide,2006,36,83,149,138,406,949,"1,355",12.72,29.86,41.97,46.94,33.55,65.13,50.81,283,278,355,294,1210,"1,457","2,667",1.35,3.11,5.59,5.17,15.22,35.58,49.19,
grid.1010.0,G08,SA,The University of Adelaide,2007,55,77,156,150,438,"1,006","1,444",16.72,30.08,42.16,50,34.9,65.2,51.61,329,256,370,300,1255,"1,543","2,798",1.97,2.75,5.58,5.36,15.66,35.95,48.39,
grid.1010.0,G08,SA,The University of Adelaide,2008,65,88,165,151,469,"1,047","1,516",18.36,32.84,44.24,50.17,36.19,65.97,52.58,354,268,373,301,1296,"1,587","2,883",2.25,3.05,5.72,5.24,16.26,36.32,47.42,
grid.1010.0,G08,SA,The University of Adelaide,2009,76,104,180,140,500,"1,115","1,615",20.11,35.74,45.8,47.3,36.82,65.94,52.97,378,291,393,296,1358,"1,691","3,049",2.49,3.41,5.9,4.59,16.39,36.57,47.03,
grid.1010.0,G08,SA,The University of Adelaide,2010,78,110,181,153,522,"1,167","1,689",19.8,36.42,45.14,49.35,37.1,66.69,53.5,394,302,401,310,1407,"1,750","3,157",2.47,3.48,5.73,4.85,16.53,36.97,46.5,
grid.1010.0,G08,SA,The University of Adelaide,2011,79,123,221,180,603,"1,233","1,836",19.7,37.16,48.46,52.02,39.31,67.9,54.81,401,331,456,346,1534,"1,816","3,350",2.36,3.67,6.6,5.37,18,36.81,45.19,
grid.1010.0,G08,SA,The University of Adelaide,2012,85,142,217,194,638,"1,262","1,900",20.78,40.11,45.4,51.05,39.36,67.41,54.39,409,354,478,380,1621,"1,872","3,493",2.43,4.07,6.21,5.55,18.26,36.13,45.61,
grid.1010.0,G08,SA,The University of Adelaide,2013,94,146,214,193,647,"1,325","1,972",22.12,40.11,44.96,48.86,38.98,67.57,54.46,425,364,476,395,1660,"1,961","3,621",2.6,4.03,5.91,5.33,17.87,36.59,45.54,
grid.1010.0,G08,SA,The University of Adelaide,2014,101,154,219,183,657,"1,383","2,040",22.54,41.96,44.51,46.1,38.56,68.13,54.63,448,367,492,397,1704,"2,030","3,734",2.7,4.12,5.87,4.9,17.59,37.04,45.37,
grid.1010.0,G08,SA,The University of Adelaide,2015,104,154,221,165,644,"1,368","2,012",23.37,41.29,46.23,44.12,38.56,67.42,54.39,445,373,478,374,1670,"2,029","3,699",2.81,4.16,5.97,4.46,17.4,36.98,45.61,
grid.1010.0,G08,SA,The University of Adelaide,2016,111,147,221,159,638,"1,413","2,051",24.29,41.18,47.22,46.36,39.26,67.32,55.08,457,357,468,343,1625,"2,099","3,724",2.98,3.95,5.93,4.27,17.13,37.94,44.92,
grid.1010.0,G08,SA,The University of Adelaide,2017,135,150,216,161,662,"1,406","2,068",26.84,41.67,46.06,48.2,39.74,66.92,54.9,503,360,469,334,1666,"2,101","3,767",3.58,3.98,5.73,4.27,17.56,37.32,45.1,
grid.1010.0,G08,SA,The University of Adelaide,2018,133,158,223,152,666,"1,413","2,079",26.28,44.51,46.27,50,40.44,66.28,55.01,506,355,482,304,1647,"2,132","3,779",3.52,4.18,5.9,4.02,17.62,37.39,44.99,
grid.1008.9,G08,VIC,The University of Melbourne,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grid.1008.9,G08,VIC,The University of Melbourne,2001,108,190,317,369,984,"1,692","2,676",19.74,31.77,46.89,58.02,40.05,63.16,52.1,547,598,676,636,2457,"2,679","5,136",2.1,3.7,6.17,7.18,19.15,32.94,47.9,
grid.1008.9,G08,VIC,The University of Melbourne,2002,119,197,315,395,1026,"1,780","2,806",19.87,33.56,47.58,59.85,40.91,63.59,52.87,599,587,662,660,2508,"2,799","5,307",2.24,3.71,5.94,7.44,19.33,33.54,47.13,
grid.1008.9,G08,VIC,The University of Melbourne,2003,132,201,352,445,1130,"1,869","2,999",21.29,34.48,48.09,60.79,42.37,63.29,53.36,620,583,732,732,2667,"2,953","5,620",2.35,3.58,6.26,7.92,20.11,33.26,46.64,
grid.1008.9,G08,VIC,The University of Melbourne,2004,151,211,362,489,1213,"1,970","3,183",22.98,34.14,48.59,61.9,43.17,63.71,53.93,657,618,745,790,2810,"3,092","5,902",2.56,3.58,6.13,8.29,20.56,33.38,46.07,
grid.1008.9,G08,VIC,The University of Melbourne,2005,158,218,404,507,1287,"2,008","3,295",23.83,34.82,50.56,60.43,43.97,63.16,53.96,663,626,799,839,2927,"3,179","6,106",2.59,3.57,6.62,8.3,21.08,32.89,46.04,
grid.1008.9,G08,VIC,The University of Melbourne,2006,171,224,421,546,1362,"2,150","3,512",24.43,34.89,51.28,60.26,44.38,63.93,54.6,700,642,821,906,3069,"3,363","6,432",2.66,3.48,6.55,8.49,21.18,33.43,45.4,
grid.1008.9,G08,VIC,The University of Melbourne,2007,197,235,431,556,1419,"2,279","3,698",25.06,37.01,50.29,60.37,44.36,64.58,54.96,786,635,857,921,3199,"3,529","6,728",2.93,3.49,6.41,8.26,21.09,33.87,45.04,
grid.1008.9,G08,VIC,The University of Melbourne,2008,206,232,445,625,1508,"2,399","3,907",25.46,38.22,51.33,62.31,45.89,64.91,55.96,809,607,867,"1,003",3286,"3,696","6,982",2.95,3.32,6.37,8.95,21.59,34.36,44.04,
grid.1008.9,G08,VIC,The University of Melbourne,2009,226,236,460,609,1531,"2,449","3,980",26.97,39.01,50.88,62.4,46.07,66.12,56.64,838,605,904,976,3323,"3,704","7,027",3.22,3.36,6.55,8.67,21.8,34.85,43.36,
grid.1008.9,G08,VIC,The University of Melbourne,2010,232,245,482,623,1582,"2,286","3,868",27.26,41.25,53.38,63.25,47.46,65.73,56.79,851,594,903,985,3333,"3,478","6,811",3.41,3.6,7.08,9.15,23.24,33.56,43.21,
grid.1008.9,G08,VIC,The University of Melbourne,2011,245,257,477,617,1596,"2,474","4,070",27.84,43.93,52.02,62.96,47.47,65.33,56.93,880,585,917,980,3362,"3,787","7,149",3.43,3.59,6.67,8.63,22.32,34.61,43.07,
grid.1008.9,Go8,VIC,The University of Melbourne,2012,270,256,513,611,1650,"2,661","4,311",28.66,41.09,52.51,61.9,46.76,66.1,57.06,942,623,977,987,3529,"4,026","7,555",3.57,3.39,6.79,8.09,21.84,35.22,42.94,
grid.1008.9,Go8,VIC,The University of Melbourne,2013,295,278,543,623,1739,"2,668","4,407",29.47,42.77,52.21,61.99,47.05,66.06,56.97,"1,001",650,"1,040","1,005",3696,"4,039","7,735",3.81,3.59,7.02,8.05,22.47,34.49,43.03,
grid.1008.9,Go8,VIC,The University of Melbourne,2014,317,284,544,614,1759,"2,656","4,415",30.9,41.58,53.65,63.23,47.62,66.14,57.26,"1,026",683,"1,014",971,3694,"4,016","7,710",4.11,3.68,7.06,7.96,22.81,34.45,42.74,
grid.1008.9,Go8,VIC,The University of Melbourne,2015,330,277,585,661,1853,"2,507","4,360",31.52,40.98,55.66,65.32,48.94,66.32,57.63,"1,047",676,"1,051","1,012",3786,"3,780","7,566",4.36,3.66,7.73,8.74,24.49,33.14,42.37,
grid.1008.9,Go8,VIC,The University of Melbourne,2016,359,290,582,660,1891,"2,610","4,501",33.15,41.49,54.14,63.22,48.47,66.16,57.37,"1,083",699,"1,075","1,044",3901,"3,945","7,846",4.58,3.7,7.42,8.41,24.11,33.27,42.63,
